iso_code,casedate,location,continent,new_cases,new_deaths,population,pop_density,median_age,gdp_per_capita,hosp_beds,region
AFG,2019-12-31,Afghanistan,Asia,0.0,0.0,38928341.0,54.422,18.6,1803.987,0.5,South Asia
AFG,2020-01-01,Afghanistan,Asia,0.0,0.0,38928341.0,54.422,18.6,1803.987,0.5,South Asia
AFG,2020-01-02,Afghanistan,Asia,0.0,0.0,38928341.0,54.422,18.6,1803.987,0.5,South Asia
AFG,2020-01-03,Afghanistan,Asia,0.0,0.0,38928341.0,54.422,18.6,1803.987,0.5,South Asia
AFG,2020-01-04,Afghanistan,Asia,0.0,0.0,38928341.0,54.422,18.6,1803.987,0.5,South Asia
AFG,2020-01-05,Afghanistan,Asia,0.0,0.0,38928341.0,54.422,18.6,1803.987,0.5,South Asia
AFG,2020-01-06,Afghanistan,Asia,0.0,0.0,38928341.0,54.422,18.6,1803.987,0.5,South Asia
AFG,2020-01-07,Afghanistan,Asia,0.0,0.0,38928341.0,54.422,18.6,1803.987,0.5,South Asia
AFG,2020-01-08,Afghanistan,Asia,0.0,0.0,38928341.0,54.422,18.6,1803.987,0.5,South Asia
AFG,2020-01-09,Afghanistan,Asia,0.0,0.0,38928341.0,54.422,18.6,1803.987,0.5,South Asia
AFG,2020-01-10,Afghanistan,Asia,0.0,0.0,38928341.0,54.422,18.6,1803.987,0.5,South Asia
AFG,2020-01-11,Afghanistan,Asia,0.0,0.0,38928341.0,54.422,18.6,1803.987,0.5,South Asia
AFG,2020-01-12,Afghanistan,Asia,0.0,0.0,38928341.0,54.422,18.6,1803.987,0.5,South Asia
AFG,2020-01-13,Afghanistan,Asia,0.0,0.0,38928341.0,54.422,18.6,1803.987,0.5,South Asia
AFG,2020-01-14,Afghanistan,Asia,0.0,0.0,38928341.0,54.422,18.6,1803.987,0.5,South Asia
AFG,2020-01-15,Afghanistan,Asia,0.0,0.0,38928341.0,54.422,18.6,1803.987,0.5,South Asia
AFG,2020-01-16,Afghanistan,Asia,0.0,0.0,38928341.0,54.422,18.6,1803.987,0.5,South Asia
AFG,2020-01-17,Afghanistan,Asia,0.0,0.0,38928341.0,54.422,18.6,1803.987,0.5,South Asia
AFG,2020-01-18,Afghanistan,Asia,0.0,0.0,38928341.0,54.422,18.6,1803.987,0.5,South Asia
AFG,2020-01-19,Afghanistan,Asia,0.0,0.0,38928341.0,54.422,18.6,1803.987,0.5,South Asia
AFG,2020-01-20,Afghanistan,Asia,0.0,0.0,38928341.0,54.422,18.6,1803.987,0.5,South Asia
AFG,2020-01-21,Afghanistan,Asia,0.0,0.0,38928341.0,54.422,18.6,1803.987,0.5,South Asia
AFG,2020-01-22,Afghanistan,Asia,0.0,0.0,38928341.0,54.422,18.6,1803.987,0.5,South Asia
AFG,2020-01-23,Afghanistan,Asia,0.0,0.0,38928341.0,54.422,18.6,1803.987,0.5,South Asia
AFG,2020-01-24,Afghanistan,Asia,0.0,0.0,38928341.0,54.422,18.6,1803.987,0.5,South Asia
AFG,2020-01-25,Afghanistan,Asia,0.0,0.0,38928341.0,54.422,18.6,1803.987,0.5,South Asia
AFG,2020-01-26,Afghanistan,Asia,0.0,0.0,38928341.0,54.422,18.6,1803.987,0.5,South Asia
AFG,2020-01-27,Afghanistan,Asia,0.0,0.0,38928341.0,54.422,18.6,1803.987,0.5,South Asia
AFG,2020-01-28,Afghanistan,Asia,0.0,0.0,38928341.0,54.422,18.6,1803.987,0.5,South Asia
AFG,2020-01-29,Afghanistan,Asia,0.0,0.0,38928341.0,54.422,18.6,1803.987,0.5,South Asia
AFG,2020-01-30,Afghanistan,Asia,0.0,0.0,38928341.0,54.422,18.6,1803.987,0.5,South Asia
AFG,2020-01-31,Afghanistan,Asia,0.0,0.0,38928341.0,54.422,18.6,1803.987,0.5,South Asia
AFG,2020-02-01,Afghanistan,Asia,0.0,0.0,38928341.0,54.422,18.6,1803.987,0.5,South Asia
AFG,2020-02-02,Afghanistan,Asia,0.0,0.0,38928341.0,54.422,18.6,1803.987,0.5,South Asia
AFG,2020-02-03,Afghanistan,Asia,0.0,0.0,38928341.0,54.422,18.6,1803.987,0.5,South Asia
AFG,2020-02-04,Afghanistan,Asia,0.0,0.0,38928341.0,54.422,18.6,1803.987,0.5,South Asia
AFG,2020-02-05,Afghanistan,Asia,0.0,0.0,38928341.0,54.422,18.6,1803.987,0.5,South Asia
AFG,2020-02-06,Afghanistan,Asia,0.0,0.0,38928341.0,54.422,18.6,1803.987,0.5,South Asia
AFG,2020-02-07,Afghanistan,Asia,0.0,0.0,38928341.0,54.422,18.6,1803.987,0.5,South Asia
AFG,2020-02-08,Afghanistan,Asia,0.0,0.0,38928341.0,54.422,18.6,1803.987,0.5,South Asia
AFG,2020-02-09,Afghanistan,Asia,0.0,0.0,38928341.0,54.422,18.6,1803.987,0.5,South Asia
AFG,2020-02-10,Afghanistan,Asia,0.0,0.0,38928341.0,54.422,18.6,1803.987,0.5,South Asia
AFG,2020-02-11,Afghanistan,Asia,0.0,0.0,38928341.0,54.422,18.6,1803.987,0.5,South Asia
AFG,2020-02-12,Afghanistan,Asia,0.0,0.0,38928341.0,54.422,18.6,1803.987,0.5,South Asia
AFG,2020-02-13,Afghanistan,Asia,0.0,0.0,38928341.0,54.422,18.6,1803.987,0.5,South Asia
AFG,2020-02-14,Afghanistan,Asia,0.0,0.0,38928341.0,54.422,18.6,1803.987,0.5,South Asia
AFG,2020-02-15,Afghanistan,Asia,0.0,0.0,38928341.0,54.422,18.6,1803.987,0.5,South Asia
AFG,2020-02-16,Afghanistan,Asia,0.0,0.0,38928341.0,54.422,18.6,1803.987,0.5,South Asia
AFG,2020-02-17,Afghanistan,Asia,0.0,0.0,38928341.0,54.422,18.6,1803.987,0.5,South Asia
AFG,2020-02-18,Afghanistan,Asia,0.0,0.0,38928341.0,54.422,18.6,1803.987,0.5,South Asia
AFG,2020-02-19,Afghanistan,Asia,0.0,0.0,38928341.0,54.422,18.6,1803.987,0.5,South Asia
AFG,2020-02-20,Afghanistan,Asia,0.0,0.0,38928341.0,54.422,18.6,1803.987,0.5,South Asia
AFG,2020-02-21,Afghanistan,Asia,0.0,0.0,38928341.0,54.422,18.6,1803.987,0.5,South Asia
AFG,2020-02-22,Afghanistan,Asia,0.0,0.0,38928341.0,54.422,18.6,1803.987,0.5,South Asia
AFG,2020-02-23,Afghanistan,Asia,0.0,0.0,38928341.0,54.422,18.6,1803.987,0.5,South Asia
AFG,2020-02-24,Afghanistan,Asia,0.0,0.0,38928341.0,54.422,18.6,1803.987,0.5,South Asia
AFG,2020-02-25,Afghanistan,Asia,1.0,0.0,38928341.0,54.422,18.6,1803.987,0.5,South Asia
AFG,2020-02-26,Afghanistan,Asia,0.0,0.0,38928341.0,54.422,18.6,1803.987,0.5,South Asia
AFG,2020-02-27,Afghanistan,Asia,0.0,0.0,38928341.0,54.422,18.6,1803.987,0.5,South Asia
AFG,2020-02-28,Afghanistan,Asia,0.0,0.0,38928341.0,54.422,18.6,1803.987,0.5,South Asia
AFG,2020-02-29,Afghanistan,Asia,0.0,0.0,38928341.0,54.422,18.6,1803.987,0.5,South Asia
AFG,2020-03-01,Afghanistan,Asia,0.0,0.0,38928341.0,54.422,18.6,1803.987,0.5,South Asia
AFG,2020-03-02,Afghanistan,Asia,0.0,0.0,38928341.0,54.422,18.6,1803.987,0.5,South Asia
AFG,2020-03-08,Afghanistan,Asia,3.0,0.0,38928341.0,54.422,18.6,1803.987,0.5,South Asia
AFG,2020-03-11,Afghanistan,Asia,3.0,0.0,38928341.0,54.422,18.6,1803.987,0.5,South Asia
AFG,2020-03-15,Afghanistan,Asia,3.0,0.0,38928341.0,54.422,18.6,1803.987,0.5,South Asia
AFG,2020-03-16,Afghanistan,Asia,6.0,0.0,38928341.0,54.422,18.6,1803.987,0.5,South Asia
AFG,2020-03-17,Afghanistan,Asia,5.0,0.0,38928341.0,54.422,18.6,1803.987,0.5,South Asia
AFG,2020-03-18,Afghanistan,Asia,1.0,0.0,38928341.0,54.422,18.6,1803.987,0.5,South Asia
AFG,2020-03-19,Afghanistan,Asia,0.0,0.0,38928341.0,54.422,18.6,1803.987,0.5,South Asia
AFG,2020-03-20,Afghanistan,Asia,0.0,0.0,38928341.0,54.422,18.6,1803.987,0.5,South Asia
AFG,2020-03-21,Afghanistan,Asia,2.0,0.0,38928341.0,54.422,18.6,1803.987,0.5,South Asia
AFG,2020-03-22,Afghanistan,Asia,0.0,0.0,38928341.0,54.422,18.6,1803.987,0.5,South Asia
AFG,2020-03-23,Afghanistan,Asia,10.0,0.0,38928341.0,54.422,18.6,1803.987,0.5,South Asia
AFG,2020-03-24,Afghanistan,Asia,6.0,1.0,38928341.0,54.422,18.6,1803.987,0.5,South Asia
AFG,2020-03-25,Afghanistan,Asia,2.0,0.0,38928341.0,54.422,18.6,1803.987,0.5,South Asia
AFG,2020-03-26,Afghanistan,Asia,33.0,0.0,38928341.0,54.422,18.6,1803.987,0.5,South Asia
AFG,2020-03-27,Afghanistan,Asia,0.0,0.0,38928341.0,54.422,18.6,1803.987,0.5,South Asia
AFG,2020-03-28,Afghanistan,Asia,16.0,1.0,38928341.0,54.422,18.6,1803.987,0.5,South Asia
AFG,2020-03-29,Afghanistan,Asia,15.0,1.0,38928341.0,54.422,18.6,1803.987,0.5,South Asia
AFG,2020-03-30,Afghanistan,Asia,8.0,1.0,38928341.0,54.422,18.6,1803.987,0.5,South Asia
AFG,2020-03-31,Afghanistan,Asia,27.0,0.0,38928341.0,54.422,18.6,1803.987,0.5,South Asia
AFG,2020-04-01,Afghanistan,Asia,25.0,0.0,38928341.0,54.422,18.6,1803.987,0.5,South Asia
AFG,2020-04-02,Afghanistan,Asia,26.0,0.0,38928341.0,54.422,18.6,1803.987,0.5,South Asia
AFG,2020-04-03,Afghanistan,Asia,43.0,0.0,38928341.0,54.422,18.6,1803.987,0.5,South Asia
AFG,2020-04-04,Afghanistan,Asia,0.0,0.0,38928341.0,54.422,18.6,1803.987,0.5,South Asia
AFG,2020-04-05,Afghanistan,Asia,35.0,1.0,38928341.0,54.422,18.6,1803.987,0.5,South Asia
